categorias_personas,latitud,longitud,Personas por manzana
305 a 758 Personas,4.63572896725e+000,'-7.41674357257e+001,686
305 a 758 Personas,4.62436891027e+000,'-7.41525333880e+001,686
305 a 758 Personas,4.61402892551e+000,'-7.41225131902e+001,684
305 a 758 Personas,4.62459971530e+000,'-7.41721949569e+001,684
128 a 304 Personas,4.61972443042e+000,'-7.41694547600e+001,684
305 a 758 Personas,4.64915558818e+000,'-7.40598259297e+001,682
128 a 304 Personas,4.62278262926e+000,'-7.41507507164e+001,681
305 a 758 Personas,4.62724488387e+000,'-7.41688438590e+001,680
305 a 758 Personas,4.63666550339e+000,'-7.41680600895e+001,680
305 a 758 Personas,4.63996179869e+000,'-7.41758401850e+001,676
305 a 758 Personas,4.63046667204e+000,'-7.41663457486e+001,676
128 a 304 Personas,4.61923227316e+000,'-7.41717171715e+001,675
128 a 304 Personas,4.63393831615e+000,'-7.41693715836e+001,675
128 a 304 Personas,4.61407808263e+000,'-7.41476169465e+001,675
305 a 758 Personas,4.60273217107e+000,'-7.41256784625e+001,674
305 a 758 Personas,4.64235233500e+000,'-7.40665871325e+001,674
305 a 758 Personas,4.63553161876e+000,'-7.41673006730e+001,674
305 a 758 Personas,4.59142303204e+000,'-7.40826568740e+001,674
128 a 304 Personas,4.62574246715e+000,'-7.41661084904e+001,672
128 a 304 Personas,4.61802108681e+000,'-7.41520322906e+001,672
305 a 758 Personas,4.62179634370e+000,'-7.41333243307e+001,670
305 a 758 Personas,4.63961592706e+000,'-7.40644049399e+001,670
128 a 304 Personas,4.63214495242e+000,'-7.41713587882e+001,669
128 a 304 Personas,4.62296087875e+000,'-7.41641927939e+001,669
128 a 304 Personas,4.61962991468e+000,'-7.41520875749e+001,669
305 a 758 Personas,4.60449663618e+000,'-7.41018579809e+001,668
305 a 758 Personas,4.62463950296e+000,'-7.41827026841e+001,668
128 a 304 Personas,4.61207581150e+000,'-7.41624311064e+001,666
305 a 758 Personas,4.59270747071e+000,'-7.41199315582e+001,666
128 a 304 Personas,4.61642425866e+000,'-7.41609979699e+001,666
305 a 758 Personas,4.65052177676e+000,'-7.40619420856e+001,666
128 a 304 Personas,4.62976885183e+000,'-7.41699043684e+001,666
305 a 758 Personas,4.59152095339e+000,'-7.41029282375e+001,666
305 a 758 Personas,4.63965845333e+000,'-7.40618776773e+001,666
128 a 304 Personas,4.59369515843e+000,'-7.40992497351e+001,666
305 a 758 Personas,4.63010888453e+000,'-7.41671329473e+001,664
305 a 758 Personas,4.62825986132e+000,'-7.40665199704e+001,664
128 a 304 Personas,4.59110589392e+000,'-7.40844346654e+001,663
128 a 304 Personas,4.62059068483e+000,'-7.41679334623e+001,663
305 a 758 Personas,4.60717251427e+000,'-7.41408371812e+001,662
305 a 758 Personas,4.64287610109e+000,'-7.41854622044e+001,661
305 a 758 Personas,4.59214016670e+000,'-7.40758275355e+001,661
305 a 758 Personas,4.61155753116e+000,'-7.40718761678e+001,660
128 a 304 Personas,4.63343963876e+000,'-7.41690795725e+001,660
305 a 758 Personas,4.61595821220e+000,'-7.41709727528e+001,660
128 a 304 Personas,4.62266766197e+000,'-7.41622981473e+001,660
128 a 304 Personas,4.62374750378e+000,'-7.41593325527e+001,660
128 a 304 Personas,4.60218343833e+000,'-7.41199816824e+001,660
305 a 758 Personas,4.62480409176e+000,'-7.41732516199e+001,658
128 a 304 Personas,4.61838409703e+000,'-7.41633338688e+001,657
128 a 304 Personas,4.62309845047e+000,'-7.41574238904e+001,657
128 a 304 Personas,4.59907420048e+000,'-7.41213668054e+001,657
128 a 304 Personas,4.62354828134e+000,'-7.41681503709e+001,657
305 a 758 Personas,4.62527131573e+000,'-7.41744864226e+001,656
128 a 304 Personas,4.61551376194e+000,'-7.41493049498e+001,654
305 a 758 Personas,4.63581854058e+000,'-7.41685372092e+001,654
305 a 758 Personas,4.59216812350e+000,'-7.40963992223e+001,654
128 a 304 Personas,4.62111891143e+000,'-7.41495319824e+001,654
128 a 304 Personas,4.63103956115e+000,'-7.41707333275e+001,654
305 a 758 Personas,4.58510316561e+000,'-7.40911421191e+001,652
305 a 758 Personas,4.60210022758e+000,'-7.41263342834e+001,652
128 a 304 Personas,4.59968918890e+000,'-7.41226667068e+001,651
128 a 304 Personas,4.61812477382e+000,'-7.41628996075e+001,651
305 a 758 Personas,4.62990461162e+000,'-7.41669250076e+001,650
305 a 758 Personas,4.65553157691e+000,'-7.40540843518e+001,650
305 a 758 Personas,4.64750628217e+000,'-7.40618709090e+001,650
305 a 758 Personas,4.59291656934e+000,'-7.40957958331e+001,650
305 a 758 Personas,4.58842166904e+000,'-7.40880083535e+001,650
305 a 758 Personas,4.60027426711e+000,'-7.41166210901e+001,650
128 a 304 Personas,4.60110113130e+000,'-7.41091489814e+001,648
128 a 304 Personas,4.61545358241e+000,'-7.41503767214e+001,648
128 a 304 Personas,4.61749702524e+000,'-7.41635169538e+001,648
305 a 758 Personas,4.61323159324e+000,'-7.41397174827e+001,648
128 a 304 Personas,4.59772262814e+000,'-7.40890353916e+001,648
128 a 304 Personas,4.62709516851e+000,'-7.41659345187e+001,648
128 a 304 Personas,4.62959213911e+000,'-7.41701772804e+001,648
305 a 758 Personas,4.63073741918e+000,'-7.40650405233e+001,647
305 a 758 Personas,4.63830108139e+000,'-7.41831742486e+001,647
305 a 758 Personas,4.65076056144e+000,'-7.40650964869e+001,646
128 a 304 Personas,4.62128879274e+000,'-7.41620426544e+001,645
305 a 758 Personas,4.63040111084e+000,'-7.40624711172e+001,645
128 a 304 Personas,4.62270624064e+000,'-7.41640633119e+001,645
305 a 758 Personas,4.60684548107e+000,'-7.41499053516e+001,644
305 a 758 Personas,4.61584900183e+000,'-7.41737005103e+001,644
305 a 758 Personas,4.61914246627e+000,'-7.40649556877e+001,644
305 a 758 Personas,4.59693468432e+000,'-7.41191200719e+001,644
305 a 758 Personas,4.61085633969e+000,'-7.41522737721e+001,644
305 a 758 Personas,4.60845434358e+000,'-7.41408685379e+001,642
305 a 758 Personas,4.63514665277e+000,'-7.41670451396e+001,642
128 a 304 Personas,4.59391587995e+000,'-7.40862681911e+001,642
305 a 758 Personas,4.63491100358e+000,'-7.41712969071e+001,642
128 a 304 Personas,4.62128370497e+000,'-7.41646598252e+001,642
305 a 758 Personas,4.59380965337e+000,'-7.41157712794e+001,640
128 a 304 Personas,4.62330868121e+000,'-7.41603714822e+001,639
128 a 304 Personas,4.62662972008e+000,'-7.41669552403e+001,639
128 a 304 Personas,4.61520034852e+000,'-7.41507301667e+001,639
305 a 758 Personas,4.64207675859e+000,'-7.41850613994e+001,639
128 a 304 Personas,4.61783495408e+000,'-7.41574357593e+001,639
305 a 758 Personas,4.65274016708e+000,'-7.40622636101e+001,638
305 a 758 Personas,4.63723502455e+000,'-7.40639363389e+001,638
305 a 758 Personas,4.61557688235e+000,'-7.41699074785e+001,636
305 a 758 Personas,4.63605775036e+000,'-7.40676519039e+001,636
305 a 758 Personas,4.61331319293e+000,'-7.41677378171e+001,636
305 a 758 Personas,4.59178487079e+000,'-7.40967163558e+001,636
305 a 758 Personas,4.62480822651e+000,'-7.41330519167e+001,635
305 a 758 Personas,4.60335271026e+000,'-7.41269210772e+001,634
128 a 304 Personas,4.61997645942e+000,'-7.41695990487e+001,633
128 a 304 Personas,4.61505486323e+000,'-7.41484041199e+001,633
128 a 304 Personas,4.62594289072e+000,'-7.41663316143e+001,633
128 a 304 Personas,4.61955691048e+000,'-7.41623982726e+001,633
128 a 304 Personas,4.62302561267e+000,'-7.41678884525e+001,633
128 a 304 Personas,4.61242140123e+000,'-7.41302329618e+001,633
128 a 304 Personas,4.59429452018e+000,'-7.40982978418e+001,633
128 a 304 Personas,4.60031221226e+000,'-7.41220904462e+001,633
128 a 304 Personas,4.62944623764e+000,'-7.41707683300e+001,633
305 a 758 Personas,4.64955153467e+000,'-7.40581766397e+001,632
305 a 758 Personas,4.59341617009e+000,'-7.41203520534e+001,632
305 a 758 Personas,4.64409799562e+000,'-7.40625536779e+001,631
305 a 758 Personas,4.59370429459e+000,'-7.40935292453e+001,630
305 a 758 Personas,4.62288633741e+000,'-7.41352747496e+001,630
305 a 758 Personas,4.60958876194e+000,'-7.41417593019e+001,630
305 a 758 Personas,4.62447109740e+000,'-7.41734743623e+001,630
128 a 304 Personas,4.61178442370e+000,'-7.41622814530e+001,630
128 a 304 Personas,4.62248969838e+000,'-7.41676266644e+001,630
305 a 758 Personas,4.60242949857e+000,'-7.41356248077e+001,628
128 a 304 Personas,4.62307611735e+000,'-7.41696924907e+001,627
305 a 758 Personas,4.63552717517e+000,'-7.41843431487e+001,627
305 a 758 Personas,4.62279267100e+000,'-7.41332101021e+001,627
128 a 304 Personas,4.59858694359e+000,'-7.41103128992e+001,627
128 a 304 Personas,4.63418694868e+000,'-7.41695070480e+001,627
305 a 758 Personas,4.61085160617e+000,'-7.41339147337e+001,626
305 a 758 Personas,4.60089481367e+000,'-7.41121636444e+001,626
305 a 758 Personas,4.63081835126e+000,'-7.41787286664e+001,626
128 a 304 Personas,4.62189892657e+000,'-7.41648145680e+001,624
128 a 304 Personas,4.63135426793e+000,'-7.41718264010e+001,624
128 a 304 Personas,4.60338463580e+000,'-7.41183920064e+001,624
128 a 304 Personas,4.59668421005e+000,'-7.40866517387e+001,624
128 a 304 Personas,4.61408236800e+000,'-7.41602059969e+001,624
305 a 758 Personas,4.60467017916e+000,'-7.40663046043e+001,623
305 a 758 Personas,4.61266105957e+000,'-7.41683548094e+001,622
305 a 758 Personas,4.65329722417e+000,'-7.40632967130e+001,622
128 a 304 Personas,4.59760606136e+000,'-7.41229627563e+001,621
128 a 304 Personas,4.62394658024e+000,'-7.41698313476e+001,621
128 a 304 Personas,4.62013424084e+000,'-7.41703183476e+001,621
305 a 758 Personas,4.60195706084e+000,'-7.41065866371e+001,620
305 a 758 Personas,4.59078144276e+000,'-7.41025634331e+001,620
305 a 758 Personas,4.60623804583e+000,'-7.41016712037e+001,619
305 a 758 Personas,4.59683312222e+000,'-7.41238079348e+001,618
128 a 304 Personas,4.60472454182e+000,'-7.41207139684e+001,618
128 a 304 Personas,4.59871871126e+000,'-7.41229907073e+001,618
305 a 758 Personas,4.62437501241e+000,'-7.41738703031e+001,618
305 a 758 Personas,4.60315007767e+000,'-7.41313801269e+001,616
305 a 758 Personas,4.61577122523e+000,'-7.41722921929e+001,616
128 a 304 Personas,4.61716783589e+000,'-7.41502057228e+001,615
128 a 304 Personas,4.59773890413e+000,'-7.40910301169e+001,615
128 a 304 Personas,4.61483449739e+000,'-7.41587205616e+001,615
305 a 758 Personas,4.60804935785e+000,'-7.41382785313e+001,614
305 a 758 Personas,4.60925321629e+000,'-7.40719070676e+001,614
305 a 758 Personas,4.67001872184e+000,'-7.40626523955e+001,613
305 a 758 Personas,4.58467300419e+000,'-7.40887444763e+001,612
128 a 304 Personas,4.61456273040e+000,'-7.41592867817e+001,612
128 a 304 Personas,4.63259225046e+000,'-7.41716546116e+001,612
305 a 758 Personas,4.64377412895e+000,'-7.40663474451e+001,612
128 a 304 Personas,4.62198668328e+000,'-7.41565517555e+001,612
128 a 304 Personas,4.62411895872e+000,'-7.41595800766e+001,609
128 a 304 Personas,4.61309823234e+000,'-7.41590606680e+001,609
305 a 758 Personas,4.64329386276e+000,'-7.41846381029e+001,608
128 a 304 Personas,4.62291637375e+000,'-7.41664512394e+001,606
305 a 758 Personas,4.63477980706e+000,'-7.41715305344e+001,606
128 a 304 Personas,4.62005329259e+000,'-7.41493301342e+001,606
128 a 304 Personas,4.61976991692e+000,'-7.41685143973e+001,606
305 a 758 Personas,4.61652491874e+000,'-7.41686243076e+001,604
305 a 758 Personas,4.62129197027e+000,'-7.41454753155e+001,604
305 a 758 Personas,4.58964386008e+000,'-7.40796016960e+001,603
305 a 758 Personas,4.60389707903e+000,'-7.41280796868e+001,602
128 a 304 Personas,4.59794706996e+000,'-7.40873411185e+001,600
305 a 758 Personas,4.61976470964e+000,'-7.41449558719e+001,600
128 a 304 Personas,4.61684044630e+000,'-7.41610840343e+001,600
128 a 304 Personas,4.62729530236e+000,'-7.41642163428e+001,600
305 a 758 Personas,4.64248925828e+000,'-7.41842477982e+001,599
305 a 758 Personas,4.59579317717e+000,'-7.41160788829e+001,598
305 a 758 Personas,4.61928379897e+000,'-7.41291174202e+001,598
305 a 758 Personas,4.60844649478e+000,'-7.40790663741e+001,598
305 a 758 Personas,4.60186555998e+000,'-7.41039211340e+001,598
128 a 304 Personas,4.61680232725e+000,'-7.41641386521e+001,597
128 a 304 Personas,4.62369997180e+000,'-7.41668043193e+001,597
128 a 304 Personas,4.61260108282e+000,'-7.41646022405e+001,597
305 a 758 Personas,4.61232583806e+000,'-7.41187692751e+001,596
305 a 758 Personas,4.61457367887e+000,'-7.41219006103e+001,596
305 a 758 Personas,4.61297897925e+000,'-7.41317883234e+001,596
305 a 758 Personas,4.63857917359e+000,'-7.41693821263e+001,596
305 a 758 Personas,4.62067482226e+000,'-7.41468594788e+001,596
128 a 304 Personas,4.62711990531e+000,'-7.41620014612e+001,594
305 a 758 Personas,4.60930275732e+000,'-7.41515822180e+001,594
128 a 304 Personas,4.62055365091e+000,'-7.41692661954e+001,594
305 a 758 Personas,4.61287568454e+000,'-7.41739708455e+001,594
128 a 304 Personas,4.62273199428e+000,'-7.41513559040e+001,594
305 a 758 Personas,4.63869697868e+000,'-7.41824109604e+001,594
128 a 304 Personas,4.61918856398e+000,'-7.41495362659e+001,594
305 a 758 Personas,4.58652564768e+000,'-7.40945671687e+001,594
305 a 758 Personas,4.62396013444e+000,'-7.41731226694e+001,592
305 a 758 Personas,4.61909398749e+000,'-7.41741863275e+001,592
305 a 758 Personas,4.63927547554e+000,'-7.40611394774e+001,592
305 a 758 Personas,4.61242064315e+000,'-7.41171671327e+001,592
128 a 304 Personas,4.59294911789e+000,'-7.40988757381e+001,591
128 a 304 Personas,4.63268615272e+000,'-7.41686666590e+001,591
128 a 304 Personas,4.62748995461e+000,'-7.41639989138e+001,591
128 a 304 Personas,4.61125769013e+000,'-7.41628046557e+001,591
305 a 758 Personas,4.62934524708e+000,'-7.41657970955e+001,590
305 a 758 Personas,4.61275265987e+000,'-7.41189317280e+001,590
305 a 758 Personas,4.59524479138e+000,'-7.41136649152e+001,590
305 a 758 Personas,4.61601306130e+000,'-7.41682631177e+001,588
128 a 304 Personas,4.62514225652e+000,'-7.41580809137e+001,588
128 a 304 Personas,4.61979240006e+000,'-7.41482246619e+001,588
128 a 304 Personas,4.62320180229e+000,'-7.41517767358e+001,588
128 a 304 Personas,4.63022181644e+000,'-7.41702453826e+001,588
305 a 758 Personas,4.58749085442e+000,'-7.40793076709e+001,588
305 a 758 Personas,4.65050000672e+000,'-7.40535556405e+001,588
305 a 758 Personas,4.61632986319e+000,'-7.41704580893e+001,586
305 a 758 Personas,4.63548878565e+000,'-7.41813649801e+001,586
305 a 758 Personas,4.61239344718e+000,'-7.41701973411e+001,586
305 a 758 Personas,4.62518278302e+000,'-7.41484757308e+001,586
305 a 758 Personas,4.62084606664e+000,'-7.41736070821e+001,586
128 a 304 Personas,4.61231390208e+000,'-7.41604406906e+001,585
128 a 304 Personas,4.63379067004e+000,'-7.41677656021e+001,585
128 a 304 Personas,4.62438243515e+000,'-7.41581524381e+001,585
128 a 304 Personas,4.61489024406e+000,'-7.41651857948e+001,585
128 a 304 Personas,4.62272091584e+000,'-7.41689875624e+001,585
305 a 758 Personas,4.63527080385e+000,'-7.41812683526e+001,584
305 a 758 Personas,4.61185596386e+000,'-7.41692298044e+001,584
305 a 758 Personas,4.62570304001e+000,'-7.41738614885e+001,582
128 a 304 Personas,4.59676549389e+000,'-7.40871539882e+001,582
128 a 304 Personas,4.61898985953e+000,'-7.41608601188e+001,582
128 a 304 Personas,4.62097135782e+000,'-7.41617157558e+001,582
128 a 304 Personas,4.61703556561e+000,'-7.41390889832e+001,582
305 a 758 Personas,4.61915537053e+000,'-7.40713744399e+001,582
128 a 304 Personas,4.61287304893e+000,'-7.41646591678e+001,582
128 a 304 Personas,4.61638381339e+000,'-7.41677559990e+001,580
128 a 304 Personas,4.58742163650e+000,'-7.40893984603e+001,580
128 a 304 Personas,4.63242448868e+000,'-7.41685156308e+001,579
128 a 304 Personas,4.61282654525e+000,'-7.41621733227e+001,579
128 a 304 Personas,4.62437520797e+000,'-7.41673729859e+001,579
128 a 304 Personas,4.62538840395e+000,'-7.41645566991e+001,579
128 a 304 Personas,4.61869007843e+000,'-7.41528078787e+001,579
128 a 304 Personas,4.63473894207e+000,'-7.41667806356e+001,578
128 a 304 Personas,4.60148609670e+000,'-7.41308390155e+001,578
128 a 304 Personas,4.59277469784e+000,'-7.41032923124e+001,578
128 a 304 Personas,4.61728453481e+000,'-7.41691700224e+001,576
128 a 304 Personas,4.62020334466e+000,'-7.41591492823e+001,576
128 a 304 Personas,4.60172032833e+000,'-7.41062566017e+001,576
305 a 758 Personas,4.62384935191e+000,'-7.41331227588e+001,574
128 a 304 Personas,4.61104164037e+000,'-7.40771966269e+001,574
128 a 304 Personas,4.62283411920e+000,'-7.41714362289e+001,574
128 a 304 Personas,4.61536407727e+000,'-7.41691646894e+001,574
128 a 304 Personas,4.59136801001e+000,'-7.40970478307e+001,574
128 a 304 Personas,4.61539004120e+000,'-7.41479972258e+001,573
128 a 304 Personas,4.62280345364e+000,'-7.41593022514e+001,573
128 a 304 Personas,4.60718202119e+000,'-7.41402760520e+001,572
128 a 304 Personas,4.61288428842e+000,'-7.41172900320e+001,572
128 a 304 Personas,4.62140694266e+000,'-7.41463603492e+001,572
128 a 304 Personas,4.61723396941e+000,'-7.40723694696e+001,572
128 a 304 Personas,4.61873082096e+000,'-7.41623107410e+001,570
128 a 304 Personas,4.62004130597e+000,'-7.41502304261e+001,570
305 a 758 Personas,4.61423690560e+000,'-7.40702207152e+001,570
128 a 304 Personas,4.60006827650e+000,'-7.41249301867e+001,570
128 a 304 Personas,4.59611639357e+000,'-7.40905268100e+001,570
128 a 304 Personas,4.60540514816e+000,'-7.41303779351e+001,570
128 a 304 Personas,4.62117755562e+000,'-7.41440840622e+001,570
128 a 304 Personas,4.63390133633e+000,'-7.41672856374e+001,570
128 a 304 Personas,4.60143261691e+000,'-7.41058875592e+001,570
128 a 304 Personas,4.63399009338e+000,'-7.41678766824e+001,570
305 a 758 Personas,4.65299664908e+000,'-7.40520496788e+001,569
128 a 304 Personas,4.61354518577e+000,'-7.41314499118e+001,568
128 a 304 Personas,4.60282929872e+000,'-7.40688109948e+001,568
128 a 304 Personas,4.63641764154e+000,'-7.41678977734e+001,568
128 a 304 Personas,4.61331177014e+000,'-7.41174526932e+001,568
128 a 304 Personas,4.60902403480e+000,'-7.40737996727e+001,568
128 a 304 Personas,4.59228167425e+000,'-7.41035343184e+001,568
128 a 304 Personas,4.60016620055e+000,'-7.41188971593e+001,567
128 a 304 Personas,4.59149680450e+000,'-7.40986982125e+001,567
128 a 304 Personas,4.62340515777e+000,'-7.41504880441e+001,567
128 a 304 Personas,4.59144750099e+000,'-7.40797904167e+001,566
128 a 304 Personas,4.59434504937e+000,'-7.41021568517e+001,566
128 a 304 Personas,4.60214652885e+000,'-7.41282648686e+001,566
128 a 304 Personas,4.58638048729e+000,'-7.40882809712e+001,566
128 a 304 Personas,4.60952709115e+000,'-7.40745630919e+001,564
128 a 304 Personas,4.61141823377e+000,'-7.41687329770e+001,564
128 a 304 Personas,4.59697896359e+000,'-7.40892989332e+001,564
128 a 304 Personas,4.61487229736e+000,'-7.41222442768e+001,564
128 a 304 Personas,4.61745628148e+000,'-7.41487114832e+001,564
128 a 304 Personas,4.60421320368e+000,'-7.41277528471e+001,564
128 a 304 Personas,4.62294530081e+000,'-7.41615567618e+001,564
128 a 304 Personas,4.60746860796e+000,'-7.41322350818e+001,564
128 a 304 Personas,4.62094301400e+000,'-7.41639364378e+001,564
128 a 304 Personas,4.60307003737e+000,'-7.41304342190e+001,564
128 a 304 Personas,4.62897141528e+000,'-7.41662047714e+001,564
128 a 304 Personas,4.60191607677e+000,'-7.40901520231e+001,564
305 a 758 Personas,4.64842241925e+000,'-7.40542433231e+001,563
128 a 304 Personas,4.58574602568e+000,'-7.40953251165e+001,562
128 a 304 Personas,4.61599890625e+000,'-7.41298041809e+001,562
128 a 304 Personas,4.61760890796e+000,'-7.41713272671e+001,562
128 a 304 Personas,4.62218866734e+000,'-7.41723649958e+001,562
128 a 304 Personas,4.65137485432e+000,'-7.40615322925e+001,562
128 a 304 Personas,4.61588367730e+000,'-7.41695238865e+001,562
128 a 304 Personas,4.60092707306e+000,'-7.41206110799e+001,561
128 a 304 Personas,4.61415655424e+000,'-7.41582597638e+001,561
128 a 304 Personas,4.62241393023e+000,'-7.41639356187e+001,558
